Ano;Mes;Dia;Hora;Min;Temperatura
2014;1;5;12;0;30,85
2014;1;5;13;0;31,73
2014;1;5;14;0;32,269
2014;1;5;15;0;32,054
2014;1;5;16;0;32,033
2014;1;5;17;0;31,597
2014;1;5;18;0;30,816
2014;1;5;19;0;29,763
2014;1;5;20;0;27,934
2014;1;5;21;0;26,718
2014;1;5;22;0;25,961
2014;1;5;23;0;25,173
2014;1;6;0;0;24,975
2014;1;6;1;0;24,37
2014;1;6;2;0;24,008
2014;1;6;3;0;23,338
2014;1;6;4;0;22,645
2014;1;6;5;0;22,317
2014;1;6;6;0;21,875
2014;1;6;7;0;22,132
2014;1;6;8;0;23,93
2014;1;6;9;0;26,049
2014;1;6;10;0;27,919
2014;1;6;11;0;29,354
2014;1;6;12;0;30,469
2014;1;6;13;0;31,416
2014;1;6;14;0;32,055
2014;1;6;15;0;32,587
2014;1;6;16;0;31,542
2014;1;6;17;0;30,824
2014;1;6;18;0;30,416
2014;1;6;19;0;28,996
2014;1;6;20;0;27,653
2014;1;6;21;0;26,46
2014;1;6;22;0;25,495
2014;1;6;23;0;24,72
2014;1;7;0;0;24,266
2014;1;7;1;0;23,725
2014;1;7;2;0;23,166
2014;1;7;3;0;22,966
2014;1;7;4;0;22,546
2014;1;7;5;0;21,763
2014;1;7;6;0;21,717
2014;1;7;7;0;21,994
2014;1;7;8;0;23,857
2014;1;7;9;0;25,904
2014;1;7;10;0;27,377
2014;1;7;11;0;28,563
2014;1;7;12;0;29,776
2014;1;7;13;0;30,877
2014;1;7;14;0;32,043
2014;1;7;15;0;31,984
2014;1;7;16;0;31,183
2014;1;7;17;0;30,479
2014;1;7;18;0;30,158
2014;1;7;19;0;29,123
2014;1;7;20;0;27,369
2014;1;7;21;0;25,909
2014;1;7;22;0;25,172
2014;1;7;23;0;25,192
2014;1;8;0;0;24,179
2014;1;8;1;0;23,296
2014;1;8;2;0;23,08
2014;1;8;3;0;22,521
2014;1;8;4;0;22,067
2014;1;8;5;0;21,759
2014;1;8;6;0;21,757
2014;1;8;7;0;22,086
2014;1;8;8;0;24,689
2014;1;8;9;0;26,241
2014;1;8;10;0;27,996
2014;1;8;11;0;29,579
2014;1;8;12;0;30,414
2014;1;8;13;0;30,605
2014;1;8;14;0;31,376
2014;1;8;15;0;31,851
2014;1;8;16;0;32,265
2014;1;8;17;0;32,398
2014;1;8;18;0;32,359
2014;1;8;19;0;30,89
2014;1;8;20;0;28,783
2014;1;8;21;0;27,661
2014;1;8;22;0;26,13
2014;1;8;23;0;25,517
2014;1;9;0;0;25,103
2014;1;9;1;0;24,636
2014;1;9;2;0;23,771
2014;1;9;3;0;23,199
2014;1;9;4;0;23,199
2014;1;9;5;0;22,561
2014;1;9;6;0;22,345
2014;1;9;7;0;22,343
2014;1;9;8;0;23,468
2014;1;9;9;0;25,104
2014;1;9;10;0;26,967
2014;1;9;11;0;28,25
2014;1;9;12;0;29,032
2014;1;9;13;0;29,44
2014;1;9;14;0;30,541
2014;1;9;15;0;31,114
2014;1;9;16;0;31,108
2014;1;9;17;0;30,898
2014;1;9;18;0;30,032
2014;1;9;19;0;28,487
2014;1;9;20;0;27,58
2014;1;9;21;0;26,66
2014;1;9;22;0;25,757
2014;1;9;23;0;25,429
2014;1;10;0;0;24,772
2014;1;10;1;0;24,292
2014;1;10;2;0;23,489
2014;1;10;3;0;23,291
2014;1;10;4;0;22,738
2014;1;10;5;0;22,64
2014;1;10;6;0;22,424
2014;1;10;7;0;22,643
2014;1;10;8;0;24,524
2014;1;10;9;0;26,975
2014;1;10;10;0;28,178
2014;1;10;11;0;28,967
2014;1;10;12;0;30,26
2014;1;10;13;0;31,213
2014;1;10;14;0;32,394
2014;1;10;15;0;31,28
2014;1;10;16;0;31,814
2014;1;10;17;0;30,973
2014;1;10;18;0;29,726
2014;1;10;19;0;27,973
2014;1;10;20;0;26,963
2014;1;10;21;0;26,093
2014;1;10;22;0;25,2
2014;1;10;23;0;24,733
2014;1;11;0;0;23,963
2014;1;11;1;0;23,632
2014;1;11;2;0;23,159
2014;1;11;3;0;22,849
2014;1;11;4;0;22,631
2014;1;11;5;0;21,858
2014;1;11;6;0;21,858
2014;1;11;7;0;22,331
2014;1;11;8;0;24,336
2014;1;11;9;0;26,461
2014;1;11;10;0;28,449
2014;1;11;11;0;29,991
2014;1;11;12;0;31,684
2014;1;11;13;0;32,092
2014;1;11;14;0;32,258
2014;1;11;15;0;32,673
2014;1;11;16;0;33,273
2014;1;11;17;0;32,332
2014;1;11;18;0;30,021
2014;1;11;19;0;28,348
2014;1;11;20;0;27,136
2014;1;11;21;0;26,509
2014;1;11;22;0;25,968
2014;1;11;23;0;25,395
2014;1;12;0;0;25,085
2014;1;12;1;0;24,448
2014;1;12;2;0;24,204
2014;1;12;3;0;23,677
2014;1;12;4;0;23,677
2014;1;12;5;0;23,236
2014;1;12;6;0;23,038
2014;1;12;7;0;23,498
2014;1;12;8;0;24,723
2014;1;12;9;0;25,985
2014;1;12;10;0;27,997
2014;1;12;11;0;29,857
2014;1;12;12;0;30,501
2014;1;12;13;0;32,046
2014;1;12;14;0;32,055
2014;1;12;15;0;31,614
2014;1;12;16;0;31,464
2014;1;12;17;0;30,222
2014;1;12;18;0;28,3
2014;1;12;19;0;27,719
2014;1;12;20;0;26,687
2014;1;12;21;0;25,789
2014;1;12;22;0;25,224
2014;1;12;23;0;24,574
2014;1;13;0;0;24,574
2014;1;13;1;0;23,552
2014;1;13;2;0;23,552
2014;1;13;3;0;23,342
2014;1;13;4;0;23,244
2014;1;13;5;0;22,559
2014;1;13;6;0;22,461
2014;1;13;7;0;22,685
2014;1;13;8;0;24,015
2014;1;13;9;0;26,284
2014;1;13;10;0;27,295
2014;1;13;11;0;28,628
2014;1;13;12;0;28,888
2014;1;13;13;0;29,801
2014;1;13;14;0;30,656
2014;1;13;15;0;31,084
2014;1;13;16;0;31,04
2014;1;13;17;0;31,342
2014;1;13;18;0;30,962
2014;1;13;19;0;29,963
2014;1;13;20;0;27,703
2014;1;13;21;0;26,602
2014;1;13;22;0;26,273
2014;1;13;23;0;25,115
2014;1;14;0;0;23,975
2014;1;14;1;0;23,542
2014;1;14;2;0;23,326
2014;1;14;3;0;23,128
2014;1;14;4;0;22,674
2014;1;14;5;0;22,556
2014;1;14;6;0;22,656
2014;1;14;7;0;22,671
2014;1;14;8;0;24,389
2014;1;14;9;0;25,95
2014;1;14;10;0;27,639
2014;1;14;11;0;28,698
2014;1;14;12;0;30,266
2014;1;14;13;0;31,431
2014;1;14;14;0;31,46
2014;1;14;15;0;32,19
2014;1;14;16;0;32,76
2014;1;14;17;0;32,324
2014;1;14;18;0;31,767
2014;1;14;19;0;29,249
2014;1;14;20;0;27,806
2014;1;14;21;0;26,8
2014;1;14;22;0;25,329
2014;1;14;23;0;25,01
2014;1;15;0;0;24,143
2014;1;15;1;0;23,681
2014;1;15;2;0;23,252
2014;1;15;3;0;23,036
2014;1;15;4;0;23,056
2014;1;15;5;0;22,838
2014;1;15;6;0;22,153
2014;1;15;7;0;22,398
2014;1;15;8;0;24,279
2014;1;15;9;0;26,194
2014;1;15;10;0;27,852
2014;1;15;11;0;29,289
2014;1;15;12;0;30,797
2014;1;15;13;0;31,98
2014;1;15;14;0;32,652
2014;1;15;15;0;32,473
2014;1;15;16;0;32,016
2014;1;15;17;0;31,059
2014;1;15;18;0;31,452
2014;1;15;19;0;29,444
2014;1;15;20;0;28,128
2014;1;15;21;0;27,271
2014;1;15;22;0;26,509
2014;1;15;23;0;26,095
2014;1;16;0;0;25,238
2014;1;16;1;0;24,889
2014;1;16;2;0;24,463
2014;1;16;3;0;24,371
2014;1;16;4;0;23,845
2014;1;16;5;0;23,27
2014;1;16;6;0;22,81
2014;1;16;7;0;23,167
2014;1;16;8;0;24,752
2014;1;16;9;0;26,195
2014;1;16;10;0;27,663
2014;1;16;11;0;28,972
2014;1;16;12;0;30,412
2014;1;16;13;0;31,005
2014;1;16;14;0;31,405
2014;1;16;15;0;31,546
2014;1;16;16;0;31,764
2014;1;16;17;0;31,263
2014;1;16;18;0;30,249
2014;1;16;19;0;27,397
2014;1;16;20;0;25,752
2014;1;16;21;0;24,806
2014;1;16;22;0;24,254
2014;1;16;23;0;23,86
2014;1;17;0;0;23,492
2014;1;17;1;0;23,184
2014;1;17;2;0;23,084
2014;1;17;3;0;22,866
2014;1;17;4;0;23,097
2014;1;17;5;0;23,117
2014;1;17;6;0;22,901
2014;1;17;7;0;23,23
2014;1;17;8;0;23,448
2014;1;17;9;0;24,416
2014;1;17;10;0;26,367
2014;1;17;11;0;28,104
2014;1;17;12;0;29,249
2014;1;17;13;0;30,558
2014;1;17;14;0;30,154
2014;1;17;15;0;30,829
2014;1;17;16;0;30,07
2014;1;17;17;0;29,354
2014;1;17;18;0;22,033
2014;1;17;19;0;25,34
2014;1;17;20;0;23,972
2014;1;17;21;0;23,523
2014;1;17;22;0;23,187
2014;1;17;23;0;23,418
2014;1;18;0;0;22,746
2014;1;18;1;0;22,628
2014;1;18;2;0;22,728
2014;1;18;3;0;22,398
2014;1;18;4;0;22,41
2014;1;18;5;0;22,069
2014;1;18;6;0;21,969
2014;1;18;7;0;22,2
2014;1;18;8;0;22,952
2014;1;18;9;0;23,823
2014;1;18;10;0;25,573
2014;1;18;11;0;27,22
2014;1;18;12;0;27,957
2014;1;18;13;0;28,595
2014;1;18;14;0;28,964
2014;1;18;15;0;27,688
2014;1;18;16;0;27,197
2014;1;18;17;0;26,885
2014;1;18;18;0;26,609
2014;1;18;19;0;25,475
2014;1;18;20;0;25,144
2014;1;18;21;0;24,354
2014;1;18;22;0;23,695
2014;1;18;23;0;23,616
2014;1;19;0;0;23,175
2014;1;19;1;0;22,655
2014;1;19;2;0;22,655
2014;1;19;3;0;22,424
2014;1;19;4;0;22,114
2014;1;19;5;0;21,896
2014;1;19;6;0;21,665
2014;1;19;7;0;21,355
2014;1;19;8;0;22,553
2014;1;19;9;0;23,864
2014;1;19;10;0;25,881
2014;1;19;11;0;27,862
2014;1;19;12;0;27,947
2014;1;19;13;0;28,732
2014;1;19;14;0;29,927
2014;1;19;15;0;30,181
2014;1;19;16;0;29,301
2014;1;19;17;0;27,798
2014;1;19;18;0;28,646
2014;1;19;19;0;27,729
2014;1;19;20;0;26,406
2014;1;19;21;0;25,68
2014;1;19;22;0;24,587
2014;1;19;23;0;24,159
2014;1;20;0;0;23,851
2014;1;20;1;0;23,302
2014;1;20;2;0;22,566
2014;1;20;3;0;22,091
2014;1;20;4;0;22,107
2014;1;20;5;0;21,765
2014;1;20;6;0;21,665
2014;1;20;7;0;21,663
2014;1;20;8;0;23,586
2014;1;20;9;0;26,163
2014;1;20;10;0;27,538
2014;1;20;11;0;29,422
2014;1;20;12;0;29,38
2014;1;20;13;0;30,543
2014;1;20;14;0;31,32
2014;1;20;15;0;31,035
2014;1;20;16;0;30,28
2014;1;20;17;0;28,451
2014;1;20;18;0;27,578
2014;1;20;19;0;27,961
2014;1;20;20;0;26,44
2014;1;20;21;0;26,128
2014;1;20;22;0;25,297
2014;1;20;23;0;24,738
2014;1;21;0;0;24,428
2014;1;21;1;0;24,197
2014;1;21;2;0;23,887
2014;1;21;3;0;23,677
2014;1;21;4;0;23,236
2014;1;21;5;0;22,676
2014;1;21;6;0;22,694
2014;1;21;7;0;22,364
2014;1;21;8;0;23,906
2014;1;21;9;0;25,073
2014;1;21;10;0;26,949
2014;1;21;11;0;28,266
2014;1;21;12;0;28,952
2014;1;21;13;0;30,492
2014;1;21;14;0;30,504
2014;1;21;15;0;31,022
2014;1;21;16;0;31,333
2014;1;21;17;0;30,187
2014;1;21;18;0;29,838
2014;1;21;19;0;29,173
2014;1;21;20;0;27,896
2014;1;21;21;0;26,311
2014;1;21;22;0;25,654
2014;1;21;23;0;25,246
2014;1;22;0;0;24,553
2014;1;22;1;0;24,571
2014;1;22;2;0;24,124
2014;1;22;3;0;24,216
2014;1;22;4;0;23,695
2014;1;22;5;0;23,577
2014;1;22;6;0;23,687
2014;1;22;7;0;23,708
2014;1;22;8;0;24,723
2014;1;22;9;0;26,607
2014;1;22;10;0;28,247
2014;1;22;11;0;29,823
2014;1;22;12;0;30,936
2014;1;22;13;0;31,706
2014;1;22;14;0;31,678
2014;1;22;15;0;32,119
2014;1;22;16;0;31,2
2014;1;22;17;0;31,358
2014;1;22;18;0;29,974
2014;1;22;19;0;29,168
2014;1;22;20;0;27,726
2014;1;22;21;0;27,395
2014;1;22;22;0;25,854
2014;1;22;23;0;25,738
2014;1;23;0;0;25,354
2014;1;23;1;0;24,69
2014;1;23;2;0;24,039
2014;1;23;3;0;24,249
2014;1;23;4;0;23,576
2014;1;23;5;0;23,268
2014;1;23;6;0;23,266
2014;1;23;7;0;23,392
2014;1;23;8;0;24,972
2014;1;23;9;0;26,546
2014;1;23;10;0;28,335
2014;1;23;11;0;30,108
2014;1;23;12;0;30,976
2014;1;23;13;0;31,822
2014;1;23;14;0;31,086
2014;1;23;15;0;31,642
2014;1;23;16;0;31,071
2014;1;23;17;0;31,004
2014;1;23;18;0;30,445
2014;1;23;19;0;29,556
2014;1;23;20;0;27,722
2014;1;23;21;0;26,837
2014;1;23;22;0;26,185
2014;1;23;23;0;26,205
2014;1;24;0;0;25,797
2014;1;24;1;0;25,027
2014;1;24;2;0;24,907
2014;1;24;3;0;24,599
2014;1;24;4;0;23,612
2014;1;24;5;0;23,906
2014;1;24;6;0;23,347
2014;1;24;7;0;23,247
2014;1;24;8;0;24,921
2014;1;24;9;0;26,805
2014;1;24;10;0;28,906
2014;1;24;11;0;30,091
2014;1;24;12;0;31,071
2014;1;24;13;0;31,947
2014;1;24;14;0;32,528
2014;1;24;15;0;32,657
2014;1;24;16;0;32,64
2014;1;24;17;0;30,273
2014;1;24;18;0;28,499
2014;1;24;19;0;24,153
2014;1;24;20;0;23,488
2014;1;24;21;0;24,64
2014;1;24;22;0;24,135
2014;1;24;23;0;23,687
2014;1;25;0;0;23,787
2014;1;25;1;0;24,228
2014;1;25;2;0;23,306
2014;1;25;3;0;23,016
2014;1;25;4;0;22,688
2014;1;25;5;0;22,588
2014;1;25;6;0;22,015
2014;1;25;7;0;21,707
2014;1;25;8;0;24,398
2014;1;25;9;0;25,728
2014;1;25;10;0;27,619
2014;1;25;11;0;28,815
2014;1;25;12;0;30,824
2014;1;25;13;0;31,833
2014;1;25;14;0;31,673
2014;1;25;15;0;32,466
2014;1;25;16;0;31,809
2014;1;25;17;0;31,567
2014;1;25;18;0;31,133
2014;1;25;19;0;29,328
2014;1;25;20;0;28,083
2014;1;25;21;0;27,247
2014;1;25;22;0;26,629
2014;1;25;23;0;26,056
2014;1;26;0;0;25,43
2014;1;26;1;0;25,017
2014;1;26;2;0;24,563
2014;1;26;3;0;23,818
2014;1;26;4;0;23,819
2014;1;26;5;0;23,477
2014;1;26;6;0;23,167
2014;1;26;7;0;23,49
2014;1;26;8;0;24,605
2014;1;26;9;0;27,041
2014;1;26;10;0;28,26
2014;1;26;11;0;30,015
2014;1;26;12;0;31,359
2014;1;26;13;0;31,772
2014;1;26;14;0;31,94
2014;1;26;15;0;31,485
2014;1;26;16;0;31,364
2014;1;26;17;0;30,804
2014;1;26;18;0;30,042
2014;1;26;19;0;28,314
2014;1;26;20;0;27,598
2014;1;26;21;0;26,946
2014;1;26;22;0;25,981
2014;1;26;23;0;25,771
2014;1;27;0;0;25,106
2014;1;27;1;0;24,337
2014;1;27;2;0;24,127
2014;1;27;3;0;24,121
2014;1;27;4;0;23,042
2014;1;27;5;0;23,26
2014;1;27;6;0;23,149
2014;1;27;7;0;22,929
2014;1;27;8;0;24,926
2014;1;27;9;0;26,389
2014;1;27;10;0;28,239
2014;1;27;11;0;29,457
2014;1;27;12;0;31,187
2014;1;27;13;0;31,638
2014;1;27;14;0;32,27
2014;1;27;15;0;32,263
2014;1;27;16;0;31,728
2014;1;27;17;0;30,892
2014;1;27;18;0;30,742
2014;1;27;19;0;29,285
2014;1;27;20;0;27,942
2014;1;27;21;0;26,547
2014;1;27;22;0;25,903
2014;1;27;23;0;24,804
2014;1;28;0;0;24,363
2014;1;28;1;0;23,698
2014;1;28;2;0;23,6
2014;1;28;3;0;23,036
2014;1;28;4;0;22,685
2014;1;28;5;0;22,341
2014;1;28;6;0;22,243
2014;1;28;7;0;22,461
2014;1;28;8;0;24,161
2014;1;28;9;0;25,965
2014;1;28;10;0;27,802
2014;1;28;11;0;30,132
2014;1;28;12;0;31,51
2014;1;28;13;0;32,011
2014;1;28;14;0;32,327
2014;1;28;15;0;32,965
2014;1;28;16;0;31,57
2014;1;28;17;0;32,118
2014;1;28;18;0;32,136
2014;1;28;19;0;30,349
2014;1;28;20;0;28,547
2014;1;28;21;0;27,138
2014;1;28;22;0;26,487
2014;1;28;23;0;25,742
2014;1;29;0;0;25,301
2014;1;29;1;0;24,303
2014;1;29;2;0;23,762
2014;1;29;3;0;22,916
2014;1;29;4;0;22,618
2014;1;29;5;0;22,143
2014;1;29;6;0;21,912
2014;1;29;7;0;21,386
2014;1;29;8;0;23,599
2014;1;29;9;0;25,79
2014;1;29;10;0;27,576
2014;1;29;11;0;29,172
2014;1;29;12;0;31,235
2014;1;29;13;0;31,874
2014;1;29;14;0;32,878
2014;1;29;15;0;32,975
2014;1;29;16;0;32,5
2014;1;29;17;0;31,85
2014;1;29;18;0;31,899
2014;1;29;19;0;30,669
2014;1;29;20;0;29,145
2014;1;29;21;0;27,695
2014;1;29;22;0;26,82
2014;1;29;23;0;25,645
2014;1;30;0;0;25,091
2014;1;30;1;0;24,563
2014;1;30;2;0;24,07
2014;1;30;3;0;23,354
2014;1;30;4;0;23,123
2014;1;30;5;0;22,451
2014;1;30;6;0;22,22
2014;1;30;7;0;22,102
2014;1;30;8;0;23,696
2014;1;30;9;0;26,126
2014;1;30;10;0;27,863
2014;1;30;11;0;30,075
2014;1;30;12;0;31,617
2014;1;30;13;0;32,374
2014;1;30;14;0;33,198
2014;1;30;15;0;33,275
2014;1;30;16;0;33,493
2014;1;30;17;0;33,018
2014;1;30;18;0;32,086
2014;1;30;19;0;30,772
2014;1;30;20;0;28,744
2014;1;30;21;0;27,905
2014;1;30;22;0;26,676
2014;1;30;23;0;26,268
2014;1;31;0;0;25,847
2014;1;31;1;0;24,616
2014;1;31;2;0;24,064
2014;1;31;3;0;22,897
2014;1;31;4;0;23,097
2014;1;31;5;0;22,761
2014;1;31;6;0;22,306
2014;1;31;7;0;22,471
2014;1;31;8;0;23,809
2014;1;31;9;0;26,485
2014;1;31;10;0;28,794
2014;1;31;11;0;30,685
2014;1;31;12;0;31,961
2014;1;31;13;0;32,605
2014;1;31;14;0;33,837
2014;1;31;15;0;33,699
2014;1;31;16;0;33,413
2014;1;31;17;0;33,447
2014;1;31;18;0;33,118
2014;1;31;19;0;31,641
2014;1;31;20;0;29,409
2014;1;31;21;0;28,342
2014;1;31;22;0;27,367
2014;1;31;23;0;26,73
2014;2;1;0;0;25,827
2014;2;1;1;0;25,282
2014;2;1;2;0;24,662
2014;2;1;3;0;23,98
2014;2;1;4;0;23,154
2014;2;1;5;0;23,141
2014;2;1;6;0;22,453
2014;2;1;7;0;22,677
2014;2;1;8;0;24,823
2014;2;1;9;0;27,227
2014;2;1;10;0;28,61
2014;2;1;11;0;30,072
2014;2;1;12;0;30,942
2014;2;1;13;0;32,595
2014;2;1;14;0;33,4
2014;2;1;15;0;33,267
2014;2;1;16;0;33,218
2014;2;1;17;0;33,316
2014;2;1;18;0;32,317
2014;2;1;19;0;31,072
2014;2;1;20;0;28,857
2014;2;1;21;0;27,89
2014;2;1;22;0;27,133
2014;2;1;23;0;26,609
2014;2;2;0;0;26,298
2014;2;2;1;0;26,298
2014;2;2;2;0;25,185
2014;2;2;3;0;24,731
2014;2;2;4;0;24,092
2014;2;2;5;0;23,664
2014;2;2;6;0;22,994
2014;2;2;7;0;22,763
2014;2;2;8;0;23,04
2014;2;2;9;0;24,587
2014;2;2;10;0;26,794
2014;2;2;11;0;29,793
2014;2;2;12;0;30,926
2014;2;2;13;0;32,09
2014;2;2;14;0;33,323
2014;2;2;15;0;33,346
2014;2;2;16;0;33,423
2014;2;2;17;0;32,966
2014;2;2;18;0;32,624
2014;2;2;19;0;32,264
2014;2;2;20;0;30,642
2014;2;2;21;0;29,012
2014;2;2;22;0;28,176
2014;2;2;23;0;27,065
2014;2;3;0;0;25,23
2014;2;3;1;0;24,797
2014;2;3;2;0;24,435
2014;2;3;3;0;24,006
2014;2;3;4;0;23,58
2014;2;3;5;0;23,105
2014;2;3;6;0;23,011
2014;2;3;7;0;23,006
2014;2;3;8;0;25,052
2014;2;3;9;0;27,397
2014;2;3;10;0;29,482
2014;2;3;11;0;30,891
2014;2;3;12;0;33,006
2014;2;3;13;0;33,553
2014;2;3;14;0;33,743
2014;2;3;15;0;34,29
2014;2;3;16;0;33,83
2014;2;3;17;0;33,55
2014;2;3;18;0;32,9
2014;2;3;19;0;31,313
2014;2;3;20;0;29,44
2014;2;3;21;0;28,241
2014;2;3;22;0;27,177
2014;2;3;23;0;26,651
2014;2;4;0;0;25,77
2014;2;4;1;0;25,519
2014;2;4;2;0;24,637
2014;2;4;3;0;23,746
2014;2;4;4;0;23,42
2014;2;4;5;0;23,189
2014;2;4;6;0;23,189
2014;2;4;7;0;23,11
2014;2;4;8;0;24,902
2014;2;4;9;0;27,443
2014;2;4;10;0;29,069
2014;2;4;11;0;30,945
2014;2;4;12;0;32,821
2014;2;4;13;0;33,843
2014;2;4;14;0;33,796
2014;2;4;15;0;33,776
2014;2;4;16;0;34,104
2014;2;4;17;0;34,186
2014;2;4;18;0;33,19
2014;2;4;19;0;31,47
2014;2;4;20;0;29,681
2014;2;4;21;0;28,626
2014;2;4;22;0;27,559
2014;2;4;23;0;26,69
2014;2;5;0;0;25,938
2014;2;5;1;0;25,435
2014;2;5;2;0;24,271
2014;2;5;3;0;23,322
2014;2;5;4;0;23,314
2014;2;5;5;0;22,88
2014;2;5;6;0;22,3
2014;2;5;7;0;22,562
2014;2;5;8;0;24,228
2014;2;5;9;0;26,685
2014;2;5;10;0;28,858
2014;2;5;11;0;31,439
2014;2;5;12;0;31,952
2014;2;5;13;0;33,197
2014;2;5;14;0;34,508
2014;2;5;15;0;34,408
2014;2;5;16;0;34,46
2014;2;5;17;0;34,045
2014;2;5;18;0;33,256
2014;2;5;19;0;31,557
2014;2;5;20;0;30,32
2014;2;5;21;0;28,573
2014;2;5;22;0;27,493
2014;2;5;23;0;27,151
2014;2;6;0;0;25,879
2014;2;6;1;0;25,327
2014;2;6;2;0;25,327
2014;2;6;3;0;24,636
2014;2;6;4;0;24,418
2014;2;6;5;0;23,633
2014;2;6;6;0;23,504
2014;2;6;7;0;23,505
2014;2;6;8;0;25,322
2014;2;6;9;0;27,567
2014;2;6;10;0;28,865
2014;2;6;11;0;31,175
2014;2;6;12;0;32,078
2014;2;6;13;0;33,167
2014;2;6;14;0;33,806
2014;2;6;15;0;34,137
2014;2;6;16;0;33,938
2014;2;6;17;0;33,161
2014;2;6;18;0;33,33
2014;2;6;19;0;31,775
2014;2;6;20;0;29,26
2014;2;6;21;0;28,186
2014;2;6;22;0;27,313
2014;2;6;23;0;26,312
2014;2;7;0;0;26,199
2014;2;7;1;0;25,521
2014;2;7;2;0;24,638
2014;2;7;3;0;24,738
2014;2;7;4;0;23,872
2014;2;7;5;0;23,105
2014;2;7;6;0;23,333
2014;2;7;7;0;22,911
2014;2;7;8;0;24,347
2014;2;7;9;0;26,323
2014;2;7;10;0;28,495
2014;2;7;11;0;30,392
2014;2;7;12;0;32,54
2014;2;7;13;0;32,969
2014;2;7;14;0;33,752
2014;2;7;15;0;33,619
2014;2;7;16;0;34,047
2014;2;7;17;0;33,218
2014;2;7;18;0;33,533
2014;2;7;19;0;31,741
2014;2;7;20;0;29,739
2014;2;7;21;0;28,903
2014;2;7;22;0;27,882
2014;2;7;23;0;27,027
2014;2;8;0;0;26,06
2014;2;8;1;0;25,659
2014;2;8;2;0;25,277
2014;2;8;3;0;24,83
2014;2;8;4;0;24,068
2014;2;8;5;0;23,768
2014;2;8;6;0;23,511
2014;2;8;7;0;23,742
2014;2;8;8;0;24,644
2014;2;8;9;0;26,647
2014;2;8;10;0;28,879
2014;2;8;11;0;31,686
2014;2;8;12;0;32,445
2014;2;8;13;0;33,629
2014;2;8;14;0;34,53
2014;2;8;15;0;34,278
2014;2;8;16;0;34,468
2014;2;8;17;0;33,924
